Artist Name,Track Name,Popularity,Danceability,energy,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration,time_signature,class
Michael Jackson,Billie Jean,84,0.92,0.654,-4,0,0.0401,0.0236,0.0158,0.0359,0.847,117.046,2.93827,4,10
Kaiser Chiefs,Oh My God,41,0.5,0.938,-5,1,0.0464,0.0052,5.18e-06,0.428,0.556,177.916,2.1488,4,10
Satellite Citi,Getaway,26,0.5,0.912,-5,1,0.0671,0.000452,0.00429,0.348,0.513,116.039,2.19141,4,6
Hatchie,Adored,16,0.5,0.694,-10,1,0.0323,0.000405,0.000289,0.121,0.605,105.014,2.34427,4,6
Abiotic,Emerald,32,0.5,0.94,-10,1,0.142,0.000699,0.84,0.391,0.0754,112.506,2.85,3,8
1349,Slaves,26,0.5,0.927,-8,0,0.101,1.82e-06,0.667,0.652,0.298,194.048,2.9332,4,8
Steve Cropper,Fire It Up,34,0.63,0.896,-5,1,0.0309,0.325,0.00152,0.712,0.829,91.077,1.8262,4,2
Cage The Elephant,Social Cues,69,0.668,0.913,-4,1,0.0348,0.0119,6.7e-06,0.111,0.933,132.039,2.19053,4,6
Arlo Parks,Hope,57,0.59,0.521,-9,0,0.0335,0.404,0.000101,0.357,0.423,99.165,2.70067,4,1
AUDREY NUNA,Top Again,12,0.771,0.546,-7,0,0.149,0.119,9.33e-06,0.153,0.613,94.117,1.87467,4,9
Tash Sultana,Blame It On Society,56,0.624,0.559,-7,1,0.0465,0.469,0.000109,0.181,0.529,92.973,2.9835,4,6
Then Comes Silence,Strangers,39,0.5,0.936,-5,1,0.037,2.98e-06,0.823,0.0466,0.499,138.007,2.3856,4,10
The Wombats,Cheetah Tongue,55,0.533,0.967,-4,1,0.057,0.0426,0.000432,0.132,0.603,95.008,2.19482,4,6
Bathory,Hades,42,0.5,0.922,-8,0,0.104,3.03e-06,0.914,0.0802,0.2,101.185,1.7,4,8
Eric Gales,Steep Climb,43,0.5,0.822,-8,1,0.0589,0.00344,0.013,0.17,0.562,78.98,3.26013,4,2
Nicole Atkins,Domino,50,0.773,0.634,-7,1,0.0279,0.449,0.469,0.0844,0.963,104.998,2.4377,4,9
YG,FTP,44,0.768,0.506,-9,0,0.236,0.0136,3.95e-05,0.349,0.395,99.978,1.62191,4,5
Blue Stahli,Crimewave,46,0.622,0.812,-8,1,0.0324,8.53e-05,0.717,0.425,0.0556,121.982,1.62824,4,8
Bill Charlap Trio,The One I Love Belongs To Somebody Else,37,0.557,0.184,-22,1,0.0523,0.914,0.869,0.0978,0.516,107.2,5.021783333e-05,4,7
Karen Nyame KG,Koko,38,0.812,0.725,-9,1,0.0579,0.0277,0.574,0.0826,0.617,115.038,1.72489,4,1
Gang Starr,DWYCK,53,0.911,0.614,-12,1,0.338,0.00432,8.75e-06,0.0985,0.601,99.025,2.43267,4,5
Pixey,Electric Dream,32,0.5,0.759,-6,1,0.0488,0.00814,0.0011,0.275,0.327,120.098,2.08992,4,6
Ruth Dolores Weiss,Mishirei Eretz Ahavati,23,0.5,0.39,-7,0,0.0341,0.843,1.24e-05,0.127,0.338,130.559,3.08373,3,10
LAUREL,Appetite,51,0.644,0.842,-5,1,0.036,0.0296,0.000386,0.264,0.551,105.138,2.1228,4,6
Billie Jo Spears,Blanket On The Ground,55,0.5,0.519,-12,1,0.0239,0.394,0.00156,0.204,0.881,86.6,3.589333333e-05,4,4
Thin Lizzy,The Boys Are Back In Town,75,0.5,0.706,-10,1,0.0461,0.234,0.000252,0.205,0.768,80.823,2.6672,4,10
SZA,Good Days,89,0.5,0.655,-9,0,0.0583,0.499,8.1e-06,0.688,0.412,121.002,2.79204,4,5
Virtual Mage,Aether,52,0.699,0.491,-11,1,0.0348,4.49e-05,0.811,0.119,0.693,123.968,2.06,4,6
Family Jools,Georgia,40,0.664,0.664,-8,1,0.0498,0.284,0.000244,0.0627,0.674,74.931,2.11,4,6
Spare Parts For Broken Hearts,Mush,31,0.554,0.915,-9,1,0.0522,0.00105,0.000231,0.13,0.327,127.997,2.20878,4,10
Maximo Park,Our Velocity,53,0.535,0.92,-5,0,0.0535,0.031,1.43e-05,0.0493,0.587,95.987,2.00387,4,6
Little Richard,Get Down with It,46,0.547,0.806,-9,1,0.0418,0.569,0.000146,0.427,0.971,141.78,3.244e-05,4,10
Awaken I Am,Roses,52,0.525,0.931,-4,0,0.0661,0.00238,1.34e-06,0.129,0.394,138.01,1.93309,4,8
beabadoobee,Together,44,0.595,0.838,-5,1,0.0334,0.00252,0.0776,0.0594,0.279,127.042,2.0028,4,6
Jacques Burtin,Las morillas de Jaén,29,0.516,0.0977,-24,1,0.087,0.912,0.873,0.0914,0.15,124.846,2.8703e-05,4,7
Yak,Fried,25,0.5,0.77,-6,0,0.0346,0.0004,4.75e-05,0.197,0.558,118.096,2.03001,4,6
Steely Dan,Hey Nineteen,65,0.952,0.301,-14,1,0.0612,0.0126,0.000931,0.0387,0.728,119.629,3.074,4,10
Phantom Handshakes,Cricket Songs,33,0.5,0.514,-9,1,0.0269,0.272,0.877,0.104,0.26,133.982,2.3048,4,6
Solence,Deafening,55,0.5,0.949,-7,1,0.189,0.000181,0.00498,0.101,0.171,77.064,2.27379,4,10
Bloody Knees,Not Done,36,0.5,0.827,-6,1,0.0499,0.00866,2e-06,0.134,0.324,125.025,2.39602,4,10
Amaarae,LEAVE ME ALONE,49,0.752,0.634,-7,1,0.0928,0.523,0.531,0.102,0.521,99.975,1.56365,4,9
James Vincent McMorrow,Paradise,40,0.706,0.518,-12,1,0.0509,0.1,0.00044,0.077,0.616,87.626,2.2044,4,9
Janis Joplin,Piece Of My Heart,54,0.5,0.883,-4,1,0.0754,0.0891,0.00422,0.266,0.594,80.687,2.53805,4,1
Nothing But Thieves,Amsterdam,65,0.511,0.934,-5,1,0.242,0.00403,3.48e-05,0.242,0.668,168.062,2.7224,4,10
The Bravery,An Honest Mistake,57,0.5,0.889,-5,0,0.0294,3.21e-06,0.645,0.121,0.639,140.038,2.19707,4,6
Lilly Hiatt,Trinity Lane,35,0.578,0.811,-7,0,0.027,0.144,0.0054,0.113,0.752,145.056,2.33922,4,2
Louis Silva Band,Pretty Ballad,51,0.5,0.174,-16,1,0.0378,0.936,0.929,0.367,0.0858,95.089,3.447583333e-05,4,7
Miike Snow,Animal,55,0.763,0.721,-7,0,0.0986,0.0117,7.69e-06,0.0752,0.657,118.049,2.6388,4,6
Show Me A Dinosaur,Red River,38,0.5,0.798,-8,0,0.0586,0.0207,0.846,0.095,0.155,152.972,5.76912,4,8
Asha Bhosle,Haye Haye Ye Thanda Pani,2,0.56,0.684,-9,1,0.221,0.786,0.00385,0.656,0.7,95.918,3.4843e-05,4,3
Tears For Fears,Shout,71,0.511,0.942,-11,1,0.0429,0.174,1.87e-05,0.139,0.498,97.909,3.93667,4,10
Lee Fields,Let a Man Do What He Wanna Do,38,0.845,0.743,-8,0,0.0931,0.0799,0.00209,0.694,0.956,112.493,1.70387,4,9
Albert King,The Hunter,38,0.798,0.482,-9,1,0.0312,0.722,0.000113,0.0755,0.744,133.882,1.6456,4,2
Nick Waterhouse,Place Names,43,0.512,0.667,-6,1,0.0273,0.63,0.0684,0.256,0.495,103.944,2.33357,4,9
Primer 55,Loose,48,0.649,0.923,-5,1,0.0348,4.51e-05,0.623,0.369,0.517,108.217,1.822,4,8
Kishore Kumar,Yeh Kya Hua,32,0.5,0.369,-11,1,0.0313,0.892,0.0067,0.233,0.696,105.887,4.542016667e-05,4,3
Sonia Leigh,Jack Is Back,33,0.677,0.766,-8,0,0.0419,0.00625,0.000123,0.141,0.589,131.999,1.61869,4,2
IDER,Cross Yourself,41,0.66,0.655,-9,1,0.0879,0.419,0.00327,0.265,0.249,159.94,1.9425,4,6
Robert Finley,Souled Out On You,49,0.5,0.519,-8,0,0.031,0.526,0.000502,0.283,0.403,174.22,2.13093,3,2
Tobe Nwigwe,GIVE IT BACK,38,0.817,0.608,-7,1,0.26,0.000848,0.000618,0.125,0.11,118.661,1.31092,4,5
bbrainz,kappa,26,0.608,0.812,-8,1,0.0312,0.00272,0.12,0.159,0.229,84.244,1.65952,4,6
White Void,The Shovel and the Cross,29,0.5,0.85,-12,0,0.0545,0.000473,0.282,0.339,0.344,130.082,3.36413,4,8
David Darling,Darkwood 1,40,0.5,0.00711,-31,0,0.0486,0.91,0.927,0.108,0.114,172.161,2.39445e-05,4,7
George Clanton,Driving in My Car,43,0.597,0.678,-7,1,0.0261,0.0278,0.882,0.117,0.646,97.003,2.1794,4,6
VEXED,Fake,9,0.5,0.994,-4,1,0.171,0.00116,3.36e-06,0.286,0.0424,124.993,2.15253,4,10
Matchbox,Rockabilly Rebel,45,0.639,0.964,-7,1,0.0407,0.556,0.00483,0.143,0.925,107.809,1.6704,4,10
Nico,These Days,63,0.5,0.13,-18,1,0.0312,0.989,0.305,0.101,0.213,93.091,2.10653,4,1
Allman Brothers Band,Trouble No More,52,0.556,0.567,-12,0,0.0333,0.0581,0.00143,0.0907,0.858,141.345,2.27751,4,2
aswekeepsearching,The Moment,19,0.5,0.243,-19,0,0.0348,0.966,0.889,0.105,0.0379,150.074,1.1,3,6
Avenged Sevenfold,Nightmare,71,0.554,0.949,-5,1,0.0787,0.000318,9.98e-05,0.2,0.233,129.984,3.74453,4,8
Martin Kohlstedt,JUL,44,0.5,0.136,-21,0,0.0319,0.967,0.929,0.089,0.0572,88.494,3.0119,5,6
Mastodon,Iron Tusk,45,0.5,0.982,-7,1,0.074,7.63e-06,0.752,0.177,0.261,127.616,1.83013,4,8
Pastime,Samantha Crain,1,0.595,0.543,-6,1,0.0232,0.164,0.0324,0.13,0.605,96.043,3.457116667e-05,4,0
Stratovarius,Hunting High And Low,53,0.505,0.978,-4,0,0.11,0.000163,0.268,0.346,0.389,93.793,2.48867,4,8
KISS,We Are One,50,0.507,0.873,-5,0,0.0432,0.00561,1.27e-06,0.268,0.362,89.137,2.81373,4,8
Bloc Party,Helicopter,59,0.5,0.954,-4,0,0.134,0.000159,0.0043,0.405,0.412,170.1,2.20173,4,6
Lotte Kestner,Halo,56,0.576,0.121,-18,1,0.036,0.952,0.00111,0.1,0.063,116.826,4.49866667e-05,4,0
Little Sonny,The Creeper Returns,15,0.5,0.704,-6,1,0.0574,0.347,0.795,0.388,0.851,183.416,2.53733,4,2
Metric,Combat Baby,51,0.649,0.914,-7,1,0.0455,0.00573,0.000165,0.0997,0.739,139.125,2.0976,4,1
Mukesh,Sab Kuchh Seekha Ham Ne,23,0.581,0.543,-12,1,0.0385,0.473,1.33e-05,0.448,0.755,98.354,3.646e-05,4,3
Republica,Ready to Go,49,0.559,0.952,-5,1,0.0544,0.000242,0.192,0.204,0.243,130.047,3.01533,4,1
Ambient Jazz Ensemble,Aura,27,0.5,0.305,-11,0,0.0276,0.11,0.937,0.11,0.0958,82.858,2.76027,3,6
Semisonic,Closing Time,72,0.5,0.854,-6,1,0.0289,0.0204,1.21e-06,0.115,0.274,91.854,2.7416,4,9
RJD2,Ghostwriter,62,0.747,0.68,-7,1,0.0346,0.0107,0.803,0.0964,0.594,93.804,3.17933,4,9
Swifta Beater,Yeah Yeah 2,26,0.557,0.764,-8,0,0.117,0.00875,0.148,0.213,0.524,140.041,1.85213,4,5
Winter Jazz Trio,Peace,44,0.511,0.19,-16,0,0.0332,0.957,0.737,0.189,0.113,97.135,3.421316667e-05,4,7
Deftones,Swerve City,54,0.5,0.964,-3,1,0.0656,0.0001,0.00811,0.67,0.372,111.972,1.64987,4,8
Nils Frahm,My Friend the Forest,51,0.5,0.0118,-34,1,0.042,0.952,0.614,0.245,0.149,82.843,3.16167,3,1
Pixies,Debaser,64,0.5,0.913,-10,0,0.0479,0.00015,0.709,0.0703,0.539,135.756,1.71747,4,6
Wax Tailor,I Had a Woman,34,0.569,0.566,-8,1,0.369,0.122,0.106,0.354,0.459,180.057,1.59554,4,2
Pearl Jam,Alive,75,0.5,0.875,-7,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,3.40907,4,10
Memphis La Blusera,La Bifurcada,46,0.5,0.957,-6,1,0.137,0.00498,0.00806,0.819,0.17,112.815,4.57892,4,2
Tim Montana,Stronger Than You,50,0.66,0.619,-5,0,0.0265,0.665,2.6e-05,0.0893,0.531,144.869,1.884,4,10
Shokran,Creatures from the Mud,40,0.5,0.989,-4,0,0.119,5.48e-05,0.00102,0.313,0.137,122.535,2.65714,4,8
The Robert Cray Band,All the Way,34,0.561,0.398,-13,1,0.0607,0.686,0.0025,0.135,0.363,171.834,3.11667,4,2
The Cold Stares,In The Night Time,41,0.679,0.728,-10,1,0.0325,0.0795,0.0127,0.151,0.748,120.014,1.88142,4,2
The Housemartins,Happy Hour,48,0.535,0.858,-12,1,0.0453,0.101,2.18e-06,0.141,0.926,95.792,1.42093,4,1
Disturbed,The Vengeful One,67,0.5,0.967,-3,0,0.136,0.000213,1.18e-06,0.26,0.58,170.128,2.52003,4,8
Refused,Born On The Outs,44,0.615,0.821,-7,0,0.0647,0.00918,0.0193,0.219,0.391,125.039,2.1476,4,1
Rat Tally,Shrug,26,0.5,0.373,-10,1,0.0312,0.0949,2.13e-06,0.116,0.201,144.073,1.51257,4,1
Sir Sly,Material Boy,44,0.625,0.8,-5,1,0.0277,0.00271,0.000762,0.0521,0.127,110,2.24625,4,10
Squeeze,Tempted,59,0.729,0.356,-14,0,0.0347,0.0916,0.0905,0.052,0.392,95.026,2.40333,4,1
Outkast,ATLiens,67,0.918,0.734,-3,0,0.269,0.0296,8.01e-06,0.191,0.608,97.044,2.30693,4,5
Barbaro,Barbaro,46,0.5,0.329,-12,1,0.0295,0.662,0.0445,0.096,0.362,108.777,3.43355e-05,4,0
DBN Gogo,Khuza Gogo,58,0.632,0.541,-13,1,0.242,0.341,0.00215,0.0937,0.484,113.007,3.805,4,9
Britney Spears,Better,36,0.657,0.824,-4,1,0.0347,0.0189,0.00108,0.0859,0.76,96.996,3.16555e-05,4,9
The Go Getters,Welcome to My Hell,43,0.583,0.92,-6,0,0.0948,0.202,0.00371,0.0744,0.632,97.722,1.8848,4,10
The Kinks,All Day and All of the Night,68,0.551,0.86,-8,1,0.0796,0.262,4.57e-06,0.0558,0.723,136.921,1.41507,4,10
Robert Finley,Country Boy,44,0.685,0.727,-8,1,0.0648,0.0431,0.021,0.102,0.731,143.551,3.44973,4,2
Exhorder,The Man That Never Was,40,0.5,0.984,-5,1,0.088,1.4e-05,0.00861,0.363,0.351,93.992,2.03,4,8
In Flames,The Truth,45,0.5,0.992,-5,0,0.0959,0.00179,0.00179,0.198,0.186,125.065,1.84531,4,10
Scar Of The Sun,Inertia,31,0.5,0.907,-13,0,0.0548,3.62e-05,2.23e-05,0.182,0.149,101.201,2.30187,3,8
The Dose,Cold Hands,36,0.61,0.678,-9,1,0.0326,0.0125,0.023,0.146,0.315,125.012,2.58425,4,10
Taylor Swift,Out Of The Woods,67,0.553,0.841,-7,1,0.0396,0.000743,1.19e-05,0.341,0.338,92.008,2.358,4,9
Black Pumas,Black Moon Rising,51,0.538,0.605,-8,0,0.0368,0.128,0.00445,0.151,0.729,158.181,2.21947,4,2
Mem Shannon,Doing The Best That I Can,4,0.691,0.809,-6,1,0.0499,0.233,0.000981,0.173,0.749,95.655,2.20333,4,2
Fugazi,Waiting Room,65,0.616,0.727,-9,0,0.0365,0.00401,0.86,0.157,0.54,92.259,1.73267,4,10
The Rasmus,In the Shadows,69,0.6,0.796,-5,1,0.0275,0.000109,5.2e-05,0.484,0.75,105.991,2.5792,4,10
Disturbed,Stricken,73,0.5,0.969,-3,1,0.195,8.51e-05,0.0114,0.268,0.29,173.878,2.45227,4,8
Black Veil Brides,Lost It All,49,0.5,0.563,-8,0,0.0392,0.0895,0.00221,0.195,0.0979,111.685,3.19947,4,10
Fiona Apple,Criminal,62,0.595,0.804,-8,0,0.0326,0.0129,1.97e-05,0.299,0.586,89.846,3.41533,4,10
Dream Wife,Hasta La Vista,36,0.929,0.626,-6,1,0.0383,0.0483,0.000113,0.102,0.859,123.134,2.22215,4,1
Mohammed Rafi,Tumsa Nahin Dekha,22,0.756,0.526,-10,1,0.037,0.619,0.000522,0.155,0.966,126.612,3.512216667e-05,4,3
Marcus King,Say You Will,41,0.5,0.82,-6,0,0.0341,0.079,4.05e-05,0.633,0.634,107.088,2.34547,4,2
RINSE,Back Into Your Arms,37,0.5,0.794,-8,1,0.029,0.00478,0.00582,0.0926,0.257,90.007,2.63801,4,6
Metallica,Fuel,67,0.5,0.951,-4,1,0.0477,2.02e-05,0.0027,0.0314,0.589,106.946,2.698,4,8
Borito,Song for Dawn,20,0.674,0.772,-9,1,0.0401,0.0101,0.67,0.15,0.928,134.979,1.858,4,6
One Minute Silence,Rise And Shine,38,0.686,0.932,-6,0,0.0612,0.018,0.0052,0.151,0.48,118.116,1.96133,4,8
Billie Marten,Human Replacement,28,0.533,0.663,-9,0,0.0341,0.237,0.0814,0.0709,0.702,175.927,1.85627,4,6
Beck,Devils Haircut,51,0.686,0.729,-5,1,0.0298,0.175,0.000833,0.137,0.79,123.546,1.92933,4,1
Ishman Bracey,Saturday Blues,30,0.643,0.0574,-18,0,0.0462,0.993,8.76e-06,0.113,0.572,112.408,2.09267,4,2
The Black Keys,Ten Cent Pistol,50,0.59,0.551,-7,0,0.0305,0.25,0.00668,0.111,0.304,105.482,2.69829,4,2
Josh Ritter,Old Black Magic,47,0.5,0.821,-7,1,0.0321,0.0164,0.000468,0.131,0.761,205.418,2.8644,4,1
Scott Hamilton,Good Morning Heartache,45,0.526,0.17,-14,0,0.0411,0.823,0.777,0.114,0.18,117.414,5.368883333e-05,4,7
Bryce Janey,Funky Guitar Blues,43,0.563,0.871,-6,1,0.029,0.000197,0.0128,0.0928,0.517,114.894,2.61627,4,10
T Garcia,Poquito,54,0.844,0.785,-6,0,0.0833,0.343,0.00011,0.505,0.454,99.992,1.71211,4,9
The Detroit Cobras,Cha Cha Twist,43,0.537,0.823,-6,1,0.0322,0.00784,2.19e-06,0.122,0.759,132.241,1.51827,4,10
Ariel View,Temporary,37,0.576,0.519,-9,1,0.0269,0.0839,0.0882,0.266,0.546,110.07,2.14375,4,10
The Killers,Here With Me,59,0.5,0.731,-5,1,0.0312,0.192,0.00045,0.158,0.112,135.97,2.9232,4,10
Pixies,Bone Machine,22,0.576,0.519,-14,1,0.0302,0.0652,0.13,0.937,0.658,112.105,1.97648,4,10
Le Tigre,Deceptacon,74,0.603,0.864,-4,0,0.0668,0.055,0.00493,0.0986,0.616,160.488,1.84627,4,1
Crim,A Song and a Promise,22,0.5,0.987,-5,0,0.127,0.000534,7.3e-05,0.227,0.139,96.9,2.09931,4,8
Kelvyn Boy,Tele,49,0.848,0.743,-8,0,0.0804,0.362,0.0014,0.102,0.706,100.036,1.944,4,9
Flume,Voices,50,0.567,0.758,-4,1,0.095,0.0937,0.00249,0.601,0.242,133.687,1.14645,4,6
Afterglow,Black Hole,44,0.5,0.901,-6,1,0.051,1.6e-05,0.292,0.314,0.218,90.369,2.42079,3,8
Balmorhea,The Myth,43,0.528,0.163,-20,0,0.0295,0.895,0.929,0.105,0.141,98.417,2.21797,4,1
Movement At Night,No Matter What,25,0.5,0.833,-6,1,0.0522,6.29e-05,0.00556,0.0296,0.279,87.516,2.6025,4,10
The Strokes,Heart In a Cage,59,0.5,0.857,-6,1,0.0404,2.73e-06,0.805,0.368,0.12,140.02,2.06173,4,10
Boy Bjorn,Too Young,36,0.624,0.613,-7,1,0.0262,0.409,0.00364,0.386,0.808,76.002,1.92625,4,10
Unprocessed,Exhale,29,0.5,0.984,-3,1,0.255,9.59e-05,0.784,0.262,0.374,142.385,2.07177,3,8
Harlott,Detritus of the Final Age,14,0.5,0.949,-6,1,0.107,1.79e-05,0.0176,0.271,0.107,102.783,2.9424,3,8
Glen Campbell,Rhinestone Cowboy,62,0.644,0.633,-9,1,0.0261,0.102,6.82e-05,0.227,0.647,115.193,3.240883333e-05,4,4
Porno for Pyros,Pets,57,0.578,0.515,-10,1,0.0347,0.05,0.0268,0.119,0.302,112.879,2.16733,4,10
Kadinja,Stone of Mourning,34,0.5,0.987,-4,1,0.23,2.13e-05,8.83e-06,0.179,0.274,75.052,2.197,4,8
Blac Rabbit,Seize the Day,34,0.5,0.715,-8,1,0.0452,0.00394,0.000383,0.313,0.498,146.105,3.02877,4,1
Afterglow,Ephemeral,42,0.54,0.934,-6,1,0.0612,3.26e-05,0.000261,0.405,0.494,115.061,2.46,4,8
U2,Vertigo,64,0.5,0.819,-4,1,0.0613,0.000138,0.00108,0.147,0.632,140.083,1.9352,4,1
Bloc Party,Flux,54,0.5,0.963,-4,0,0.148,0.00052,0.00281,0.055,0.317,152.029,2.16613,4,10
Gene Hart Trio,Dolphin Dance,36,0.5,0.258,-17,1,0.031,0.959,0.851,0.11,0.205,125.929,4.9e-05,4,7
Jensen McRae,Immune,57,0.545,0.365,-9,1,0.0396,0.136,4.86e-06,0.201,0.233,150.125,3.50276667e-05,4,0
Larkin Poe,Tears Of Blue To Gold,36,0.56,0.801,-6,1,0.0557,0.0088,1.36e-06,0.0789,0.566,140.095,1.92352,4,2
Luc Brooks,London Plane,55,0.5,0.108,-20,0,0.0419,0.975,0.818,0.125,0.159,114.066,3.328966667e-05,4,7
Apoorva Krishna,Blossom,14,0.5,0.307,-10,1,0.0335,0.869,0.808,0.345,0.0392,103.553,3.58,4,6
Glenn Astro,The Yancey,30,0.793,0.656,-10,1,0.0541,0.102,0.87,0.0902,0.588,123.021,2.6929,4,1
Lanai String Section,Escapes within,42,0.5,0.0284,-26,0,0.0453,0.87,0.908,0.0815,0.0391,88.931,1.4818e-05,4,7
Penfold,M,27,0.5,0.927,-6,1,0.082,0.00395,0.000133,0.0962,0.111,150.024,2.6344,4,10
Radiohead,Everything In Its Right Place,66,0.5,0.463,-12,0,0.0449,0.705,0.0482,0.0954,0.0629,123.943,2.51427,5,10
Twenty One Pilots,Saturday,68,0.687,0.89,-6,1,0.0344,0.00396,0.000939,0.0436,0.854,113.06,1.72232,4,9
Plini,Handmade Cities,44,0.588,0.755,-7,1,0.0434,0.0497,0.684,0.163,0.437,102.941,2.8504,4,8
Quaker City Night Hawks,Good Evening,42,0.527,0.606,-7,1,0.0305,0.0134,0.00029,0.418,0.267,105.509,2.79107,4,2
Gemma Griffiths,Ndinewe,37,0.571,0.639,-7,1,0.0481,0.101,0.428,0.121,0.341,94.946,2.34424,4,9
Trophie,Recover,32,0.638,0.471,-9,1,0.0651,0.181,3.66e-05,0.0619,0.24,129.973,2.06769,4,6
Scorpion Child,Acid Roulette,37,0.5,0.938,-4,1,0.0658,2.25e-05,0.192,0.231,0.423,133.635,3.49467,4,8
Willie Nelson,Blue Skies,51,0.5,0.335,-13,1,0.0362,0.207,0.088,0.1,0.259,83.792,3.557333333e-05,4,4
John Henriksson,The Distance,45,0.5,0.131,-20,1,0.033,0.946,0.936,0.111,0.0366,64.128,2.591916667e-05,4,7
Altered Five Blues Band,Mischief Man,29,0.669,0.852,-6,1,0.0549,0.409,0.0235,0.335,0.851,111.028,1.98603,4,2
Yuni Wa,Satellite,37,0.612,0.942,-7,1,0.43,0.0193,0.954,0.0993,0.83,128.007,1.42567,4,6
Sarah Proctor,The Breaks,41,0.579,0.212,-12,1,0.0439,0.903,9.52e-06,0.089,0.0634,130.18,2.00476,4,9
Cold Cave,Prayer From Nowhere,40,0.5,0.875,-10,0,0.0256,0.00116,0.748,0.104,0.683,104.986,3.0312,4,10
Rammstein,DEUTSCHLAND,73,0.521,0.895,-6,1,0.0442,5.54e-05,0.349,0.0985,0.237,120.117,3.2234,4,10
HUNNY,Xbox Luvr,52,0.693,0.824,-9,0,0.0415,0.00726,0.0662,0.0826,0.822,108.018,1.76708,4,6
Coal Chamber,Loco,56,0.5,0.914,-7,1,0.0601,0.00178,0.00105,0.258,0.16,133.738,2.54693,4,8
Kathleen Edwards,Glenfern,47,0.666,0.803,-7,1,0.028,0.0228,0.000493,0.193,0.54,123.011,2.7012,4,1
The Oil Barons,Vitch,23,0.5,0.889,-8,1,0.0998,0.00878,0.652,0.411,0.22,130.041,3.58283,4,6
Yuppies With Jeeps,Kiss My Lie,4,0.619,0.303,-11,1,0.0308,0.203,0.0221,0.0988,0.281,114.921,2.14987,4,6
Bon Iver,PDLIF,57,0.5,0.461,-9,1,0.0434,0.447,7.49e-05,0.155,0.232,126.015,1.77286,4,6
Gurr,She Says,36,0.63,0.768,-6,1,0.0294,0.353,0.0814,0.108,0.519,119.978,2.12638,4,6
Vintage Trouble,Blues Hand Me Down,38,0.5,0.97,-4,0,0.0625,0.00298,0.000113,0.116,0.701,161.801,2.25853,4,9
Kate Tempest,The Beigeness,37,0.887,0.855,-7,1,0.186,0.146,3.66e-05,0.109,0.67,116.982,1.88777,4,1
Black Pool,Olive Juice,38,0.74,0.363,-9,1,0.0377,0.515,0.000441,0.124,0.308,145.562,1.97028,4,9
Sucker,Madeline Kenney,42,0.511,0.674,-10,1,0.0274,0.117,0.0105,0.129,0.663,173.949,4.72285e-05,4,0
alexmaax,Bets Off,31,0.5,0.499,-12,0,0.0338,0.754,0.295,0.0941,0.533,104.919,2.56924,4,6
At The Drive In,One Armed Scissor,48,0.5,0.931,-5,0,0.142,0.0611,3.1e-05,0.639,0.25,162.374,2.60293,4,10
Volumes,NO LOVE,36,0.544,0.985,-6,1,0.0895,0.00106,0.000143,0.311,0.424,109.991,1.97474,4,8
Matt Andersen,Last Surrender,31,0.714,0.435,-6,1,0.0346,0.276,4.9e-05,0.11,0.187,92.936,1.97748,3,2
Frankie Goes To Hollywood,Relax,71,0.676,0.695,-14,0,0.0392,0.326,1.09e-05,0.0462,0.691,114.93,2.368,4,9
LUNA,Blind,47,0.776,0.656,-8,0,0.0631,0.229,0.0305,0.164,0.658,119.938,1.9,4,6
The Killers,Jenny Was A Friend Of Mine,55,0.542,0.961,-6,1,0.0518,0.000128,0.00119,0.286,0.472,114.048,2.43933,4,10
Borai,Make Me,43,0.581,0.933,-7,0,0.0426,0.000311,0.0958,0.0704,0.546,130,2.98411,4,6
The Flower Kings,Black Flag,28,0.5,0.59,-9,1,0.0315,0.0737,0.00133,0.333,0.199,139.912,4.5964,4,10
Between The Buried And Me,The Coma Machine,44,0.5,0.971,-5,1,0.139,7e-05,0.00079,0.284,0.249,145.088,4.5592,4,8
Travis,Side,61,0.5,0.849,-6,0,0.0284,0.000493,1.52e-05,0.466,0.533,90.955,2.3924,4,10
Young Clancy,PARABLE 3,28,0.677,0.772,-8,1,0.424,0.303,2.15e-05,0.299,0.721,148.163,1.06048,4,1
Lil Nas X,SUN GOES DOWN,42,0.551,0.636,-7,1,0.054,0.0837,4.28e-06,0.112,0.148,174.065,1.68276,4,5
Rhodes Rodosu,Luna,39,0.594,0.944,-6,0,0.19,0.114,0.00102,0.286,0.3,103.004,2.4233,4,6
Jan Harbeck Quartet,Lighter Shades,42,0.508,0.162,-13,0,0.0302,0.928,0.418,0.101,0.38,71.541,5.804216667e-05,4,7
Lo Greco Bros Quartet,Naima,34,0.5,0.501,-7,0,0.0349,0.744,0.113,0.305,0.177,175.564,4.661783333e-05,5,7
The Damned,The Shadow Of Love,37,0.5,0.6,-12,1,0.0323,0.159,0.299,0.521,0.655,109.925,2.2996,4,10
Atreyu,Save Us,59,0.5,0.816,-5,1,0.0743,0.00384,2.86e-06,0.0932,0.385,164.841,1.41608,4,10
Architects,Gravedigger,49,0.529,0.943,-5,1,0.0571,5.11e-05,4.34e-05,0.142,0.226,119.983,2.453,4,8
Editors,Papillon,56,0.505,0.947,-6,1,0.0613,2.07e-05,0.00635,0.301,0.629,125.995,3.24134,4,6
